#FactTable
ID,D1,D2,Fact1,Fact2
8464,A,Y,69,228
8465,A,Y,1,742
8466,A,Z,61,372
8467,C,Z,88,521
8468,A,X,71,654
8469,B,X,92,237
8470,C,X,73,35
8471,C,X,72,800
8472,A,Z,46,46
8473,B,Z,86,67
8474,B,X,11,798
8475,C,Y,6,881
8476,A,Y,22,199
8477,C,X,58,890
8478,A,Z,1,833
8479,B,Y,56,498
8480,A,X,63,576
8481,A,Z,58,212
8482,A,X,43,793
8483,C,X,74,508
8484,C,Y,60,929
8485,C,X,85,547
8486,C,X,41,124
8487,C,Z,2,316
8488,B,Y,97,381
8489,B,Z,53,951
8490,A,X,37,684
8491,B,X,87,728
8492,C,X,82,78
8493,A,Y,25,679
8494,B,Z,44,428
8495,A,Y,43,245
8496,C,X,13,633
8497,C,Y,40,930
8498,B,Y,99,18
8499,C,Z,96,770
8500,A,Z,86,934
8501,A,Z,42,830
8502,A,X,65,977
8503,B,Z,32,599
8504,A,X,88,122
8505,A,X,94,691
8506,C,Z,96,225
8507,B,Y,67,732
8508,B,X,38,143
8509,B,X,47,587
8510,B,X,17,151
8511,C,Y,64,141
8512,B,X,75,317
8513,B,Y,27,111
8514,A,Y,85,75
8515,B,X,22,292
8516,B,Y,65,102
8517,C,Y,40,475
8518,B,Y,3,210
8519,B,X,38,936
8520,C,Y,79,256
8521,C,Z,91,550
8522,B,Y,76,226
8523,C,Y,18,534
8524,B,Y,5,722
8525,A,Y,41,438
8526,C,X,3,105
8527,C,X,29,628
8528,C,Y,1,338
8529,B,Y,52,141
8530,A,Z,70,999
8531,A,Z,52,848
8532,B,Z,45,520
8533,C,Y,32,290
8534,A,X,49,541
8535,A,Y,59,262
8536,B,X,26,550
8537,C,Y,51,612
8538,C,Y,24,176
8539,A,Z,7,63
8540,C,Y,43,234
8541,B,Z,48,922
8542,B,Z,13,274
8543,A,Y,56,267
8544,B,Z,42,539
8545,A,Y,53,542
8546,C,Z,43,658
8547,A,Z,28,875
8548,B,X,45,68
8549,A,Z,63,262
8550,C,X,33,214
8551,B,X,87,834
8552,C,Y,2,180
8553,A,Y,96,879
8554,A,Z,73,168
8555,B,Z,20,352
8556,C,Y,21,487
8557,C,Z,63,434
8558,A,Y,1,149
8559,B,Y,56,520
8560,C,Y,18,89
8561,A,Y,20,361
8562,A,Y,70,740
8563,A,Y,99,452
8564,C,Y,29,568
8565,C,X,59,335
8566,A,X,30,796
8567,A,Y,78,20
8568,C,X,46,230
8569,B,Z,96,70
8570,B,Y,56,158
8571,C,X,27,575
8572,C,Z,41,352
8573,A,X,27,177
8574,B,X,86,489
8575,A,X,65,836
8576,C,Z,81,61
8577,A,Y,26,35
8578,B,X,31,30
8579,A,Z,91,561
8580,A,Y,68,937
8581,A,Y,69,308
8582,C,Y,6,726
8583,B,Z,99,2
8584,B,X,47,370
8585,A,X,73,821
8586,B,Z,75,460
8587,C,X,35,994
8588,A,Z,78,994
8589,C,X,61,718
8590,A,X,83,39
8591,A,Z,61,743
8592,C,Y,75,237
8593,A,Y,63,6
8594,C,Y,13,904
8595,A,X,36,795
8596,C,Z,58,460
8597,B,Z,9,498
8598,B,Y,30,597
8599,A,Z,55,504
8600,B,Y,5,486
8601,C,Y,43,516
8602,C,Y,94,89
8603,C,Y,49,889
8604,C,X,12,171
8605,A,Z,56,344
8606,C,Z,55,140
8607,A,X,15,59
8608,B,Y,99,797
8609,B,Y,1,355
8610,B,Y,77,703
8611,B,X,21,570
8612,C,Y,57,357
8613,C,Z,30,798
8614,A,X,79,873
8615,C,Y,23,572
8616,B,X,85,426
8617,A,X,2,291
8618,B,X,48,1
8619,C,Y,63,40
8620,A,Z,36,602
8621,A,Y,27,509
8622,C,Z,54,931
8623,A,X,42,565
8624,A,X,76,490
8625,A,Y,13,455
8626,C,Z,78,772
8627,C,X,69,197
8628,B,Y,4,252
8629,A,Z,72,807
8630,A,X,76,139
8631,A,Y,44,399
8632,B,X,73,96
8633,B,X,27,370
8634,B,X,65,677
8635,B,Z,8,841
8636,B,X,65,239
8637,A,X,5,928
8638,B,Z,48,97
8639,A,Y,95,58
8640,B,Y,54,471
8641,B,Y,77,783
8642,C,Y,15,542
8643,C,X,65,16
8644,A,Z,48,499
8645,A,Y,82,534
8646,C,Z,86,939
8647,A,Z,78,158
8648,A,X,41,1
8649,B,X,28,611
8650,C,Z,54,436
8651,B,X,57,338
8652,B,X,91,79
8653,C,Z,23,445
8654,C,Y,89,661
8655,B,X,26,936
8656,A,Y,28,258
8657,A,X,81,606
8658,C,X,70,616
8659,B,Y,82,672
8660,C,Y,97,668
8661,C,Y,20,971
8662,A,Y,97,64
8663,B,Y,30,583
8664,B,X,19,705
8665,B,Y,23,43
8666,A,Z,70,284
8667,B,X,20,103
8668,C,X,94,147
8669,A,Y,45,563
8670,C,Z,39,167
8671,C,Z,55,544
8672,B,Y,72,307
8673,A,Y,30,438
8674,C,Y,7,53
8675,B,Z,11,350
8676,C,Y,47,450
8677,C,X,75,684
8678,B,Z,86,427
8679,C,Y,22,933
8680,A,Z,30,211
8681,B,Y,35,154
8682,A,Z,29,319
8683,A,Z,2,65
8684,A,X,49,170
8685,C,Z,58,348
8686,B,Z,78,375
8687,C,Z,40,955
8688,A,X,62,90
8689,B,Z,5,104
8690,C,Z,67,803
8691,C,Y,74,387
8692,C,Z,45,761
8693,C,Z,44,922
8694,B,Y,83,33
8695,B,Z,5,956
8696,B,Z,98,726
8697,B,Z,45,638
8698,C,Y,52,902
8699,A,Z,16,298
8700,C,Y,64,482
8701,C,X,50,707
8702,B,X,63,249
8703,C,X,13,849
8704,C,Z,41,774
8705,C,Z,85,810
8706,B,X,17,636
8707,B,Z,82,773
8708,C,X,91,20
8709,A,Y,47,705
8710,B,X,45,57
8711,B,Z,48,600
8712,A,X,97,457
8713,A,Y,22,399
8714,C,X,35,891
8715,C,Y,74,703
8716,B,Z,41,823
8717,A,Z,30,933
8718,C,X,93,594
8719,A,Y,8,698
8720,A,Z,88,506
8721,B,Z,67,534
8722,C,X,11,715
8723,B,Z,26,998
8724,A,Y,86,899
8725,B,Z,41,541
8726,B,X,7,622
8727,A,Y,83,928
8728,C,Y,17,418
8729,A,Z,12,378
8730,B,Y,46,72
8731,B,X,25,866
8732,C,Z,23,197
8733,A,Z,60,521
8734,B,X,68,465
8735,A,X,95,468
8736,C,X,46,42
8737,A,Y,8,475
8738,A,Y,3,375
8739,B,X,30,325
8740,A,X,73,46
8741,C,X,50,189
8742,B,Z,30,541
8743,C,Y,3,779
8744,A,Z,7,26
8745,A,Y,63,122
8746,B,Z,53,215
8747,A,Y,91,338
8748,A,X,2,114
8749,C,Y,96,340
8750,A,Y,44,812
8751,B,X,62,692
8752,B,Y,78,661
8753,C,Z,47,986
8754,C,Z,73,288
8755,A,Y,70,577
8756,A,Z,76,578
8757,C,Y,32,117
8758,B,Z,35,964
8759,C,X,65,425
8760,B,Z,13,10
8761,B,X,45,441
8762,C,Z,85,476
8763,B,X,15,881
8764,B,X,99,869
8765,A,Z,30,593
8766,A,X,94,926
8767,B,Z,55,518
8768,A,X,30,11
8769,C,Y,2,568
8770,A,Y,83,779
8771,B,Z,28,514
8772,A,Y,74,404
8773,C,Y,44,290
8774,B,X,89,378
8775,A,Z,30,297
8776,B,Y,13,577
8777,A,Z,34,432
8778,B,Z,75,27
8779,A,Y,64,757
8780,C,Z,50,437
8781,C,Z,13,154
8782,C,X,7,564
8783,C,X,71,986
8784,C,X,31,712
8785,A,Y,70,308
8786,A,Y,30,157
8787,A,Z,27,657
8788,A,Z,61,289
8789,C,X,30,513
8790,C,Z,19,408
8791,B,Y,72,89
8792,B,Y,21,695
8793,B,Y,89,50
8794,C,X,33,248
8795,A,Y,64,833
8796,A,X,95,474
8797,B,Y,92,272
8798,C,Z,25,305
8799,C,Z,4,929
8800,B,X,6,316
8801,B,Z,14,924
8802,B,X,70,813
8803,A,Z,18,55
8804,B,Z,89,536
8805,A,Z,84,932
8806,C,Y,49,590
8807,A,Y,90,49
8808,B,Y,5,261
8809,A,Z,18,186
8810,C,Y,34,379
8811,B,X,25,186
8812,B,X,38,91
8813,C,X,32,78
8814,B,Y,85,633
8815,A,Y,53,792
8816,A,X,84,302
8817,C,Y,19,732
8818,B,X,79,328
8819,A,Y,29,419
8820,B,X,91,111
8821,C,X,80,317
8822,B,Y,2,576
8823,B,X,78,501
8824,C,Y,31,355
8825,A,X,82,855
8826,A,Y,53,192
8827,B,Y,64,141
8828,A,Y,38,751
8829,A,Z,39,209
8830,C,X,31,735
8831,C,Z,43,650
8832,C,X,11,292
8833,B,X,82,925
8834,C,Y,47,656
8835,A,X,54,443
8836,C,Y,17,572
8837,A,Z,59,929
8838,C,Y,21,830
8839,B,X,47,974
8840,A,Y,79,647
8841,B,Y,97,417
8842,A,X,13,707
8843,C,Z,76,986
8844,B,Z,5,423
8845,A,Y,18,133
8846,B,Z,20,127
8847,A,X,47,215
8848,A,Y,20,122
8849,B,Y,10,97
8850,A,X,9,94
8851,B,Y,21,929
8852,B,Y,47,427
8853,B,Z,87,793
8854,B,Y,7,726
8855,C,Y,32,897
8856,B,Z,90,586
8857,B,Z,99,23
8858,A,Y,58,993
8859,B,Z,74,999
8860,A,Y,82,412
8861,B,Z,20,363
8862,C,Z,21,380
8863,A,Y,61,584
8864,A,Z,80,887
8865,C,X,14,283
8866,B,Z,49,251
8867,C,X,68,317
8868,C,Z,7,901
8869,C,Y,12,591
8870,A,Y,48,440
8871,C,Z,16,825
8872,A,Z,80,496
8873,B,Z,73,150
8874,B,Z,38,952
8875,B,Y,51,483
8876,A,Z,82,372
8877,C,X,29,606
8878,A,Z,87,624
8879,B,Y,34,556
8880,C,X,46,310
8881,A,X,70,673
8882,C,Z,67,862
8883,C,Z,88,764
8884,C,Z,64,548
8885,A,Y,33,464
8886,C,Z,85,38
8887,B,X,24,183
8888,A,Z,15,727
8889,A,X,72,293
8890,B,Z,70,549
8891,B,X,52,412
8892,A,X,40,974
8893,C,Z,10,896
8894,B,Z,35,763
8895,B,Z,52,644
8896,B,X,64,167
8897,C,X,58,499
8898,C,X,96,929
8899,A,Z,28,351
8900,C,Y,58,717
8901,A,Z,89,164
8902,A,X,38,202
8903,B,Y,48,435
8904,A,Z,63,687
8905,A,X,45,479
8906,B,X,20,117
8907,A,Z,5,602
8908,A,Z,9,376
8909,C,X,49,319
8910,A,X,48,782
8911,C,Z,41,772
8912,A,X,11,33
8913,B,X,35,943
8914,A,X,59,589
8915,B,Y,55,624
8916,C,Z,46,184
8917,C,Y,13,765
8918,C,Z,63,893
8919,B,X,3,60
8920,B,Y,31,434
8921,B,Y,48,930
8922,A,Y,72,427
8923,A,X,15,35
8924,C,Z,5,348
8925,C,Z,76,863
8926,A,X,90,30
8927,A,X,30,800
8928,A,Y,52,589
8929,C,X,17,41
8930,A,Y,6,354
8931,A,Z,75,8
8932,C,X,62,426
8933,A,X,30,757
8934,A,X,10,537
8935,B,X,5,545
8936,A,X,98,906
8937,A,Z,15,744
8938,C,X,84,674
8939,A,Y,91,946
8940,C,Y,81,748
8941,B,Y,93,609
8942,B,Z,95,325
8943,A,Z,74,731
8944,C,Y,33,328
8945,B,Z,81,499
8946,C,Z,25,948
8947,B,X,87,839
8948,C,Z,80,406
8949,C,X,36,558
8950,C,X,49,156
8951,B,Y,17,9
8952,C,X,12,318
8953,B,X,53,95
8954,B,X,87,516
8955,C,Y,82,69
8956,B,X,55,781
8957,C,Z,83,646
8958,B,Y,95,182
8959,B,Y,57,279
8960,C,Y,23,502
8961,C,Y,41,623
8962,C,X,17,35
8963,A,Z,13,60
8964,B,Z,40,290
8965,C,Z,23,824
8966,A,Y,71,311
8967,C,X,86,486
8968,C,Z,99,546
8969,A,Y,89,890
8970,A,Y,74,459
8971,A,Z,64,518
8972,B,Z,68,124
8973,B,X,53,480
8974,C,Z,79,821
8975,A,Y,18,119
8976,C,Z,23,867
8977,C,Y,47,691
8978,C,X,32,994
8979,A,Y,50,235
8980,A,Z,30,188
8981,A,Y,10,412
8982,B,Y,93,5
8983,B,X,53,994
8984,A,Y,2,609
8985,A,Z,22,908
8986,A,Y,34,50
8987,B,Y,99,616
8988,B,X,12,506
8989,C,Z,70,870
8990,A,X,43,748
8991,A,Z,52,268
8992,B,X,14,549
8993,B,X,39,705
8994,C,Y,48,872
8995,A,Y,15,965
8996,B,Y,32,642
8997,A,Y,62,558
8998,B,Y,93,153
8999,C,Y,93,678
9000,A,Y,90,857
9001,C,Y,67,48
9002,B,Y,84,278
9003,A,Y,46,57
9004,B,Z,43,631
9005,B,Y,23,691
9006,B,Z,28,257
9007,C,Z,12,665
9008,A,X,55,737
9009,B,Z,30,982
9010,B,Z,78,159
9011,C,X,38,211
9012,A,Z,53,572
9013,B,X,95,112
9014,B,Z,82,701
9015,A,Y,33,914
9016,A,Z,47,705
9017,C,Z,60,403
9018,B,X,7,699
9019,C,Z,26,334
9020,C,X,90,843
9021,A,X,72,840
9022,C,X,32,850
9023,B,Z,14,265
9024,B,Y,52,555
9025,B,X,25,604
9026,A,X,82,75
9027,A,Z,59,959
9028,B,X,94,49
9029,B,Y,23,553
9030,A,Z,29,542
9031,B,X,53,748
9032,B,Y,79,27
9033,C,Z,26,218
9034,A,Y,21,881
9035,A,Z,68,823
9036,B,X,76,716
9037,C,X,14,294
9038,A,Y,1,667
9039,A,Z,19,421
9040,A,Z,42,145
9041,C,Y,1,622
9042,C,Z,77,201
9043,C,Y,34,902
9044,A,Y,31,461
9045,A,Y,4,262
9046,C,Z,36,166
9047,C,Z,27,516
9048,C,Y,81,379
9049,B,Z,45,912
9050,C,Z,47,952
9051,A,Y,4,356
9052,C,X,60,363
9053,C,Y,65,846
9054,B,Y,2,413
9055,A,Y,8,856
9056,C,Y,95,566
9057,B,X,89,231
9058,C,Y,32,762
9059,B,X,68,871
9060,B,X,55,109
9061,B,X,99,153
9062,B,X,71,184
9063,A,X,9,366
9064,B,Z,1,558
9065,A,X,24,830
9066,A,X,25,579
9067,C,Z,95,810
9068,A,Y,91,51
9069,C,Z,91,411
9070,A,Z,38,332
9071,A,Z,45,43
9072,A,Z,76,770
9073,A,Z,15,614
9074,C,Y,62,90
9075,A,Z,32,989
9076,C,Z,10,704
9077,A,Z,15,557
9078,B,Y,75,185
9079,C,Z,76,862
9080,B,Z,32,806
9081,C,Z,30,105
9082,A,X,51,864
9083,C,X,14,742
9084,A,X,20,822
9085,C,Y,97,725
9086,A,Y,49,576
9087,C,X,31,72
9088,B,Y,89,6
9089,C,Z,16,452
9090,C,X,41,273
9091,C,Z,12,533
9092,A,Z,76,452
9093,B,Z,74,611
9094,A,X,65,379
9095,B,X,90,158
9096,C,X,82,380
9097,A,Z,65,731
9098,A,X,40,844
9099,C,X,59,688
9100,A,Z,72,892
9101,B,Z,48,20
9102,A,Y,6,940
9103,C,Z,69,380
9104,C,Y,41,169
9105,A,X,89,161
9106,B,Y,27,960
9107,C,Z,83,758
9108,B,Y,77,138
9109,A,Y,74,693
9110,C,Z,19,434
9111,A,Y,10,837
9112,B,X,58,843
9113,B,Y,2,981
9114,B,X,56,190
9115,C,X,47,852
9116,C,Z,60,236
9117,C,Z,44,969
9118,B,Y,57,959
9119,C,Y,53,414
9120,B,Z,70,180
9121,C,Z,28,68
9122,A,Y,30,693
9123,A,X,43,777
9124,B,Y,89,244
9125,B,Z,26,680
9126,A,Z,54,316
9127,B,Z,83,894
9128,B,Y,38,579
9129,C,X,21,60
9130,C,Y,95,102
9131,C,Z,56,409
9132,B,X,66,357
9133,C,Z,15,30
9134,C,Y,31,351
9135,C,Z,91,337
9136,B,Y,69,650
9137,C,Y,57,392
9138,C,Y,22,570
9139,B,Y,97,498
9140,B,X,70,898
9141,C,X,62,224
9142,B,Y,51,523
9143,C,X,33,394
9144,A,X,51,169
9145,A,Z,66,32
9146,B,X,34,856
9147,A,X,63,135
9148,C,Y,26,892
9149,B,Z,62,861
9150,B,Z,98,762
9151,B,X,22,642
9152,C,X,55,16
9153,B,X,42,863
9154,C,Y,35,780
9155,A,X,20,117
9156,B,X,99,957
9157,A,X,47,224
9158,C,Z,28,559
9159,A,X,13,694
9160,B,X,37,233
9161,A,Y,70,594
9162,B,Z,36,323
9163,A,Z,6,912
9164,A,Z,99,49
9165,A,Z,31,490
9166,A,Y,66,978
9167,B,X,97,755
9168,A,Y,4,172
9169,A,Z,51,894
9170,A,X,55,693
9171,B,X,71,911
9172,A,X,88,553
9173,A,X,34,700
9174,B,X,44,485
9175,A,Y,18,87
9176,C,Y,53,574
9177,A,X,87,410
9178,C,Y,30,71
9179,A,X,91,951
9180,A,X,76,496
9181,B,Z,88,824
9182,C,X,61,114
9183,A,X,43,149
9184,A,Y,97,733
9185,A,X,67,877
9186,A,X,79,519
9187,A,Y,14,518
9188,C,Z,48,539
9189,B,Z,15,939
9190,B,Z,68,571
9191,C,Z,44,498
9192,B,Z,16,755
9193,B,X,85,657
9194,C,Y,18,344
9195,B,Y,6,540
9196,A,Z,40,122
9197,B,Y,49,538
9198,B,Y,66,678
9199,A,Z,18,218
9200,C,X,81,315
9201,A,Z,6,627
9202,C,Y,43,759
9203,A,X,75,872
9204,C,Y,92,193
9205,A,Z,23,339
9206,A,Z,48,986
9207,A,Z,80,227
9208,C,Y,16,848
9209,C,Y,14,781
9210,C,Y,6,522
9211,B,Y,26,840
9212,B,X,13,475
9213,A,Z,21,410
9214,A,Y,81,259
9215,A,Y,28,877
9216,A,X,29,185
9217,A,Z,66,868
9218,B,Z,92,553
9219,A,X,23,968
9220,B,Z,27,544
9221,B,X,49,467
9222,A,Z,43,972
9223,C,X,4,896
9224,B,Z,22,941
9225,B,Z,82,384
9226,C,Y,94,173
9227,B,Z,65,77
9228,C,Z,5,556
9229,A,Y,89,368
9230,A,Z,96,237
9231,A,X,36,507
9232,B,Y,62,435
9233,C,X,55,455
9234,C,Z,67,47
9235,B,Y,90,879
9236,C,Z,31,976
9237,B,Z,82,608
9238,B,Z,49,457
9239,B,X,9,26
9240,A,X,17,368
9241,C,Y,31,885
9242,C,X,68,125
9243,B,X,24,808
9244,A,Y,97,175
9245,B,Y,48,788
9246,B,Z,12,966
9247,B,Z,46,715
9248,C,X,92,221
9249,C,Y,37,71
9250,A,Y,29,733
9251,B,Y,42,634
9252,B,Y,92,43
9253,C,X,8,836
9254,B,X,61,315
9255,A,X,54,600
9256,A,X,96,707
9257,A,X,83,460
9258,B,Y,34,675
9259,C,Z,47,182
9260,C,Y,18,200
9261,B,X,6,422
9262,B,Z,94,829
9263,C,X,42,489
9264,A,X,59,998
9265,A,X,76,953
9266,A,Y,9,463
9267,A,Y,91,197
9268,B,X,90,569
9269,A,Y,29,936
9270,C,Z,91,761
9271,C,Z,31,125
9272,C,Z,91,464
9273,C,Y,1,959
9274,A,X,41,302
9275,C,X,26,540
9276,A,Y,40,269
9277,A,X,7,361
9278,B,Z,4,203
9279,C,Z,45,165
9280,A,Y,76,636
9281,A,Z,39,835
9282,C,X,43,136
9283,C,X,71,742
9284,C,Z,97,303
9285,C,Y,63,418
9286,B,Z,87,294
9287,A,X,24,746
9288,A,Y,5,536
9289,C,Y,67,850
9290,A,Z,45,665
9291,A,Y,58,698
9292,B,Y,64,186
9293,B,Z,79,309
9294,A,Z,28,306
9295,B,Z,2,333
9296,C,Y,80,615
9297,B,X,47,982
9298,B,X,56,350
9299,C,X,21,158
9300,C,X,9,570
9301,B,Z,17,741
9302,B,X,22,45
9303,B,Y,35,171
9304,B,Z,38,847
9305,C,Y,89,227
9306,A,Y,4,383
9307,A,X,87,838
9308,C,Y,99,267
9309,B,Y,79,796
9310,B,X,12,478
9311,A,X,1,144
9312,A,Y,30,732
9313,B,Y,78,25
9314,C,Z,52,176
9315,C,X,23,350
9316,C,X,27,694
9317,B,Z,54,910
9318,B,X,30,859
9319,B,Z,40,688
9320,B,Y,56,946
9321,A,Z,8,30
9322,C,Z,68,893
9323,A,Z,45,906
9324,B,Y,85,506
9325,A,Y,96,84
9326,A,Z,8,428
9327,A,Z,79,711
9328,C,Z,14,435
9329,B,Y,95,546
9330,B,X,67,52
9331,C,Y,7,155
9332,C,Z,92,343
9333,C,Y,8,950
9334,C,Y,6,46
9335,B,X,45,109
9336,C,X,76,729
9337,B,Y,37,92
9338,C,Y,34,978
9339,B,Y,54,909
9340,A,X,91,653
9341,A,Y,26,749
9342,C,X,13,674
9343,C,Z,93,206
9344,B,Y,56,924
9345,B,Z,73,269
9346,A,X,45,866
9347,B,X,76,581
9348,C,X,2,744
9349,B,Y,61,970
9350,A,Y,43,356
9351,A,Y,54,134
9352,A,X,19,85
9353,B,Y,68,867
9354,A,Y,3,784
9355,C,Y,39,128
9356,C,X,9,532
9357,A,Z,87,830
9358,B,Y,69,671
9359,C,X,43,965
9360,A,Z,80,134
9361,B,X,31,706
9362,A,X,18,807
9363,A,Z,63,214
9364,B,X,69,331
9365,B,Y,23,79
9366,B,Y,47,52
9367,B,X,7,717
9368,C,Z,26,289
9369,A,Z,87,253
9370,B,X,57,302
9371,B,Y,61,14
9372,A,X,70,487
9373,A,X,61,834
9374,B,Y,43,503
9375,C,X,91,266
9376,B,X,7,179
9377,C,Y,43,234
9378,C,X,36,158
9379,B,Y,53,736
9380,B,X,25,969
9381,C,Z,17,48
9382,B,Z,80,16
9383,A,X,84,39
9384,B,X,30,133
9385,B,Z,66,814
9386,B,Y,31,207
9387,B,Y,69,772
9388,A,X,57,216
9389,C,X,97,957
9390,A,X,57,857
9391,A,Z,20,741
9392,B,Z,89,408
9393,B,Z,58,682
9394,B,Y,51,781
9395,A,X,52,532
9396,B,Z,3,261
9397,B,Y,46,435
9398,A,Z,30,245
9399,C,Y,14,468
9400,A,Y,3,914
9401,B,Y,45,231
9402,C,Z,2,305
9403,B,Z,49,195
9404,A,Z,16,243
9405,C,Y,69,940
9406,B,Y,51,607
9407,A,X,80,990
9408,B,Z,63,105
9409,B,X,23,536
9410,A,X,21,185
9411,C,Y,98,319
9412,C,X,35,887
9413,C,X,67,325
9414,A,X,32,212
9415,A,Z,4,760
9416,A,Z,6,24
9417,B,Y,86,401
9418,A,X,64,72
9419,C,Y,45,533
9420,B,X,43,974
9421,B,Y,12,759
9422,C,Z,2,242
9423,C,Y,84,486
9424,C,X,86,800
9425,B,Z,25,676
9426,C,Z,18,60
9427,C,Y,44,104
9428,A,X,13,836
9429,B,Z,46,377
9430,B,Z,46,213
9431,C,Z,64,793
9432,C,X,2,365
9433,A,Y,90,961
9434,B,Z,91,815
9435,B,Z,96,653
9436,A,Y,64,656
9437,C,X,1,477
9438,B,Z,11,423
9439,A,Z,50,254
9440,C,Z,40,605
9441,B,X,22,524
9442,A,Y,77,543
9443,A,Y,48,340
9444,C,Z,99,573
9445,B,Y,13,739
9446,A,X,44,489
9447,C,Z,40,476
9448,A,Y,84,611
9449,C,Z,47,185
9450,A,Y,47,861
9451,B,X,57,876
9452,B,Z,66,679
9453,C,X,69,605
9454,A,Z,49,482
9455,C,Y,99,842
9456,C,Y,99,101
9457,C,Z,89,816
9458,A,Y,41,948
9459,C,Z,85,775
9460,A,Y,9,393
9461,C,Z,31,272
9462,C,X,20,248
9463,B,Z,29,917
9464,B,Z,46,846
9465,C,Z,87,898
9466,B,Z,9,631
9467,C,Z,15,562
9468,B,Y,10,602
9469,C,Z,23,610
9470,B,Y,54,175
9471,A,Z,54,305
9472,C,Y,15,210
9473,C,Z,16,972
9474,A,Z,51,306
9475,A,X,49,467
9476,A,Z,68,228
9477,A,Y,67,742
9478,A,Y,7,528
9479,B,X,31,174
9480,B,Z,34,392
9481,B,Z,30,73
9482,B,Y,85,196
9483,B,X,76,164
9484,A,Y,92,375
9485,C,Z,65,367
9486,B,X,41,614
9487,C,X,91,830
9488,A,Y,88,561
9489,C,Y,37,625
9490,A,X,90,685
9491,C,Y,94,756
9492,C,Y,88,708
9493,A,X,61,712
9494,A,Z,71,107
9495,B,Y,29,7
9496,A,X,11,131
9497,B,Y,29,568
9498,B,X,4,1
9499,A,Z,53,772
9500,C,X,91,704
9501,B,Y,28,449
9502,B,Z,87,366
9503,B,Y,86,490
9504,A,X,26,188
9505,A,X,2,570
9506,C,Y,59,422
9507,B,X,37,357
9508,C,Z,65,524
9509,A,Y,94,362
9510,B,X,96,394
9511,A,Z,23,943
9512,B,Z,76,630
9513,A,Z,2,1
9514,A,Z,54,2
9515,C,X,1,396
9516,C,X,16,871
9517,A,X,70,496
9518,B,Z,44,548
9519,C,X,33,519
9520,B,Y,91,188
9521,A,Y,17,505
9522,C,Y,25,742
9523,A,Z,35,217
9524,B,Z,69,67
9525,C,Z,62,58
9526,C,X,89,283
9527,B,Z,53,114
9528,A,X,68,216
9529,B,Z,8,347
9530,A,X,90,390
9531,A,X,33,409
9532,B,Z,53,376
9533,A,X,35,107
9534,C,Y,90,991
9535,C,Y,79,428
9536,C,Z,13,393
9537,C,X,4,633
9538,C,Y,79,231
9539,C,Y,64,760
9540,C,Z,46,190
9541,C,X,74,413
9542,A,Z,12,78
9543,C,X,58,868
9544,C,X,32,114
9545,A,Z,3,221
9546,A,X,88,107
9547,A,Z,75,553
9548,A,X,88,678
9549,A,Z,16,598
9550,A,X,21,524
9551,B,Y,73,296
9552,B,X,56,945
9553,A,X,8,90
9554,A,Y,3,238
9555,C,X,31,412
9556,C,X,52,853
9557,A,X,79,475
9558,C,Y,34,225
9559,C,Y,11,955
9560,A,X,28,733
9561,C,Z,97,576
9562,B,Z,26,536
9563,B,Y,32,32
9564,C,Y,15,326
9565,B,Y,11,956
9566,A,Y,89,539
9567,A,Z,94,976
9568,A,Y,8,100
9569,A,Z,50,175
9570,B,X,96,606
9571,A,X,81,207
9572,C,Y,84,188
9573,A,Z,9,392
9574,B,X,40,567
9575,C,Y,45,415
9576,C,X,2,521
9577,C,Y,26,490
9578,B,Y,65,184
9579,C,Z,86,533
9580,A,Z,45,679
9581,A,Z,10,871
9582,B,Z,97,953
9583,B,X,90,43
9584,A,X,4,468
9585,A,Y,11,602
9586,C,Z,77,742
9587,A,Z,75,235
9588,A,Y,47,718
9589,A,Y,45,436
9590,C,X,49,692
9591,C,X,80,816
9592,B,X,23,681
9593,C,Y,9,567
9594,A,Z,57,533
9595,B,Z,66,949
9596,A,X,51,885
9597,A,X,21,275
9598,A,X,25,894
9599,A,Z,90,62
9600,B,Z,66,910
9601,B,Y,72,888
9602,C,X,81,265
9603,C,Y,65,298
9604,A,X,9,250
9605,B,Z,83,68
9606,B,Z,37,320
9607,A,Z,23,919
9608,A,Z,83,86
9609,C,X,62,724
9610,A,Z,53,275
9611,B,Z,91,83
9612,C,X,54,727
9613,C,Z,11,287
9614,B,Z,11,180
9615,C,Y,53,894
9616,C,X,60,508
9617,B,X,45,750
9618,C,X,49,125
9619,C,Y,84,595
9620,B,Y,43,940
9621,A,Z,17,596
9622,B,Z,47,375
9623,C,X,37,154
9624,C,Z,77,838
9625,B,Y,92,412
9626,B,Y,17,297
9627,B,X,8,191
9628,B,X,10,118
9629,B,Y,58,452
9630,C,Y,70,881
9631,B,Z,7,108
9632,A,Z,36,73
9633,B,Y,17,817
9634,A,X,72,526
9635,C,Y,95,287
9636,B,Y,65,319
9637,B,Y,56,373
9638,A,Y,72,669
9639,B,X,4,625
9640,A,Z,48,22
9641,A,X,4,893
9642,B,Z,25,573
9643,B,Z,2,73
9644,A,X,6,64
9645,B,X,37,907
9646,A,Z,23,639
9647,C,X,90,153
9648,A,Y,6,162
9649,C,Z,54,614
9650,A,Y,15,325
9651,C,Z,80,687
9652,A,X,38,215
9653,C,X,51,534
9654,A,Z,67,165
9655,C,Z,94,43
9656,B,Y,52,879
9657,C,Y,59,71
9658,C,X,67,840
9659,C,Y,72,567
9660,A,Y,72,715
